ID,Corredor,Sentido,Inicio,Fin,Longitud [km],Proyecto,PYP,Operación,Estado,Google maps,Python,Vectorrutas,Origin,Punto de control,Destination,Enviar correo,Consulta Phyton,Archivo Phyton,Observaciones_1
140,Calle 58 Av Oriental Calzada sur,WE,Avenida Ferrocarril,Carrera 47,1,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2575447,-75.5702337/6.2544481,-75.5624228/@6.2549762,-75.5687258,16.81z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2575447,-75.5702337&destination=6.2544481,-75.5624228&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Av Ferrocarril hasta  Carrera 47 por Calle 58 Av Oriental,"6.2575447,-75.5702337",,"6.2544481,-75.5624228",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2575447,-75.5702337&destination=6.2544481,-75.5624228&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,140,""Ruta desde la Av Ferrocarril hasta  Carrera 47 por Calle 58 Av Oriental"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
141,Calle 52 Av La Playa Calzada norte,EW,Carrera 43,Carrera 50 - Palace,0.65,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.248288,-75.5623564/6.250888,-75.5672886/@6.250162,-75.5665736,17.34z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.248288,-75.5623564&destination=6.250888,-75.5672886&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Carrera 43 hasta  Carrera 50 Palace por Calle 52 Av La Playa,"6.248288,-75.5623564",,"6.250888,-75.5672886",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.248288,-75.5623564&destination=6.250888,-75.5672886&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,141,""Ruta desde la Carrera 43 hasta  Carrera 50 Palace por Calle 52 Av La Playa"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
142,Calle 52 Av La Playa Calzada sur,WE,Carrera 46 - Av Oriental,Carrera 43,0.3,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2489564,-75.5647301/6.2481841,-75.5623795/@6.2490597,-75.5642995,18.12z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2489564,-75.5647301&destination=6.2481841,-75.5623795&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Carrera 46 Av Oriental hasta  Carrera 43 por Calle 52 Av La Playa,"6.2489564,-75.5647301",,"6.2481841,-75.5623795",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2489564,-75.5647301&destination=6.2481841,-75.5623795&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,142,""Ruta desde la Carrera 46 Av Oriental hasta  Carrera 43 por Calle 52 Av La Playa"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
143,Av Primero de Mayo,EW,Carrera 50 - Palace,Carrera 51 - Bolivar,0.2,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2509732,-75.567338/6.2524982,-75.5677932/@6.252457,-75.5692356,17.86z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2509732,-75.567338&destination=6.2524982,-75.5677932&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Carrera 50 Palace hasta la Carrera 51 Bolivar por Av Primero de Mayo,"6.2509732,-75.567338",,"6.2524982,-75.5677932",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2509732,-75.567338&destination=6.2524982,-75.5677932&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,143,""Ruta desde la Carrera 50 Palace hasta la Carrera 51 Bolivar por Av Primero de Mayo"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
144,Calle 53 Avenida de Greiff,EW,Carrera 51 - Bolivar,Avenida Ferrocarril,0.75,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2524885,-75.5678002/6.2569578,-75.5717918/@6.2558959,-75.5721426,16.81z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2524885,-75.5678002&destination=6.2569578,-75.5717918&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Carrera 51 Bolivar hsta la Av Ferrocarril por Av de Greiff ,"6.2524885,-75.5678002",,"6.2569578,-75.5717918",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2524885,-75.5678002&destination=6.2569578,-75.5717918&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,144,""Ruta desde la Carrera 51 Bolivar hsta la Av Ferrocarril por Av de Greiff "",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
145,Rango disponible,Rango disponible,Rango disponible,Rango disponible,Rango disponible,Rango disponible,Rango disponible,Rango disponible,Rango disponible,,,,,,,,,,
146,Avenida Regional Paralela,NS,Solla,Punto Cero,5.6,TV P.O/PyP,Exenta,Continuo,Activo,"https://www.google.com/maps/dir/6.311153,-75.5571661/6.2933601,-75.5637504/6.2866032,-75.5670218/6.265789,-75.5739492/@6.2657935,-75.5729117,17.25z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.311153,-75.5571661&destination=6.265789,-75.5739492&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Solla hasta Punto Cero por Avenida Regional Paralela,"6.311153,-75.5571661",,"6.265789,-75.5739492",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.311153,-75.5571661&destination=6.265789,-75.5739492&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,146,""Ruta desde Solla hasta Punto Cero por Avenida Regional Paralela"",0)",tiempos_de_viaje_seguimiento_6,"Creado 13/07/2022
Creado el 24/06/2022"
147,Avenida Regional Paralela,SN,Punto Cero,Solla,5.6,TV P.O/PyP,Exenta,Continuo,Activo,"https://www.google.com/maps/dir/6.2650541,-75.574829/6.2864392,-75.5667367/6.3102105,-75.5576429/@6.307207,-75.5571048,16.75z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2650541,-75.574829&destination=6.3102105,-75.5576429&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Punto Cero hasta Solla por Avenida Regional Paralela,"6.2650541,-75.574829",,"6.3102105,-75.5576429",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2650541,-75.574829&destination=6.3102105,-75.5576429&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,147,""Ruta desde Punto Cero hasta Solla por Avenida Regional Paralela"",0)",,"Creado 13/07/2022
Creado el 24/06/2022"
148,Rango disponible,,,,,,,,,,,,,,,,,,
149,Rango disponible,,,,,,,,,,,,,,,,,,
150,Rango disponible,,,,,,,,,,,,,,,,,,
151,Rango disponible,,,,,,,,,,,,,,,,,,
152,Rango disponible,,,,,,,,,,,,,,,,,,
153,Rango disponible,,,,,,,,,,,,,,,,,,
154,Rango disponible,,,,,,,,,,,,,,,,,,
155,Rango disponible,,,,,,,,,,,,,,,,,,
156,Rango disponible,,,,,,,,,,,,,,,,,,
157,Rango disponible,,,,,,,,,,,,,,,,,,
158,Rango disponible,,,,,,,,,,,,,,,,,,
159,Rango disponible,,,,,,,,,,,,,,,,,,
160,Rango disponible,,,,,,,,,,,,,,,,,,
161,Rango disponible,,,,,,,,,,,,,,,,,,
162,Rango disponible,,,,,,,,,,,,,,,,,,
163,Rango disponible,,,,,,,,,,,,,,,,,,
164,Rango disponible,,,,,,,,,,,,,,,,,,
165,Rango disponible,,,,,,,,,,,,,,,,,,
166,Rango disponible,,,,,,,,,,,,,,,,,,
167,Rango disponible,,,,,,,,,,,,,,,,,,
168,Rango disponible,,,,,,,,,,,,,,,,,,
169,Rango disponible,,,,,,,,,,,,,,,,,,
170,Rango disponible,,,,,,,,,,,,,,,,,,
171,Rango disponible,,,,,,,,,,,,,,,,,,
172,Rango disponible,,,,,,,,,,,,,,,,,,
173,Rango disponible,,,,,,,,,,,,,,,,,,
174,Rango disponible,,,,,,,,,,,,,,,,,,
175,Rango disponible,,,,,,,,,,,,,,,,,,
176,Rango disponible,,,,,,,,,,,,,,,,,,
177,Rango disponible,,,,,,,,,,,,,,,,,,
178,Rango disponible,,,,,,,,,,,,,,,,,,
179,Rango disponible,,,,,,,,,,,,,,,,,,
180,Rango disponible,,,,,,,,,,,,,,,,,,
181,Rango disponible,,,,,,,,,,,,,,,,,,
182,Rango disponible,,,,,,,,,,,,,,,,,,
183,Rango disponible,,,,,,,,,,,,,,,,,,
184,Rango disponible,,,,,,,,,,,,,,,,,,
185,Rango disponible,,,,,,,,,,,,,,,,,,
186,Rango disponible,,,,,,,,,,,,,,,,,,
187,Rango disponible,,,,,,,,,,,,,,,,,,
188,Rango disponible,,,,,,,,,,,,,,,,,,
189,Rango disponible,,,,,,,,,,,,,,,,,,
190,Rango disponible,,,,,,,,,,,,,,,,,,
191,Rango disponible,,,,,,,,,,,,,,,,,,
192,Avenida 33,EW,Autopista Sur,Carerra 65,0.55,Nuevos puntos SAST,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2397183,-75.5779105/6.2395394,-75.5829779/@6.2399405,-75.5829024,17z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2397183,-75.5779105&destination=6.2395394,-75.5829779&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Autopista Sur hasta Carerra 65 por Avenida 33,"6.2397183,-75.5779105",,"6.2395394,-75.5829779",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2397183,-75.5779105&destination=6.2395394,-75.5829779&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,192,""Ruta desde Autopista Sur hasta Carerra 65 por Avenida 33"",0)",tiempos_de_viaje_seguimiento_6_V3,"Creado el 29/11/2022 para seguimiento de nuevos puntos de fotodetección. Debe estar activo 29 y 30 de noviembre
Se suspende el 01/12/2022"
193,Avenida 33,WE,Carrera 65,Autopista Sur,0.6,Nuevos puntos SAST,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2394248,-75.5831702/6.2395805,-75.5777538/@6.2396295,-75.5777572,21z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2394248,-75.5831702&destination=6.2395805,-75.5777538&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Carrera 65 hasta Autopista Sur por Avenida 33,"6.2394248,-75.5831702",,"6.2395805,-75.5777538",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2394248,-75.5831702&destination=6.2395805,-75.5777538&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,193,""Ruta desde Carrera 65 hasta Autopista Sur por Avenida 33"",0)",tiempos_de_viaje_seguimiento_6_V3,"Creado el 29/11/2022 para seguimiento de nuevos puntos de fotodetección. Debe estar activo 29 y 30 de noviembre
Se suspende el 01/12/2022"
194,Tv Inferior,NS,Loma Los Balsos,Loma El Campestre,0.9,Seguimiento Tiempos de viaje - Campestre,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.1918642,-75.5674323/6.1858597,-75.5699304/@6.1892249,-75.571531,16.88z/data=!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.1918642,-75.5674323&destination=6.1858597,-75.5699304&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Los Balsos hasta El Campestre por Transversal Inferior,"6.1918642,-75.5674323",,"6.1858597,-75.5699304",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1918642,-75.5674323&destination=6.1858597,-75.5699304&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,194,""Ruta desde Los Balsos hasta El Campestre por Transversal Inferior"",0)",tiempos_de_viaje_seguimiento_6_V4,Creado el 01/12/2022 para seguimiento a cambios en la intersección semaforica del campestre x Tv Inferior
195,Tv Superior,SN,Loma El Campestre,Loma Los Balsos,0.85,Seguimiento Tiempos de viaje - Campestre,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.1821275,-75.5644835/6.1869184,-75.561707/@6.1846064,-75.5673755,16.54z/data=!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.1821275,-75.5644835&destination=6.1869184,-75.561707&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde El Campestre hasta Los Balsos por la Transversal Superior,"6.1821275,-75.5644835",,"6.1869184,-75.561707",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1821275,-75.5644835&destination=6.1869184,-75.561707&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,195,""Ruta desde El Campestre hasta Los Balsos por la Transversal Superior"",0)",tiempos_de_viaje_seguimiento_6_V4,Creado el 01/12/2022 para seguimiento a cambios en la intersección semaforica del campestre x Tv Inferior
196,Loma El Campestre,WE,Av. Poblado,Transversal superior,1.9,Seguimiento Tiempos de viaje - Campestre,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.1897661,-75.5771299/6.1821574,-75.5645094/@6.1850929,-75.5725093,16.13z/data=!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.1897661,-75.5771299&destination=6.1821574,-75.5645094&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Av. Poblado hasta Transversal Superior por Loma El Campestre,"6.1897661,-75.5771299",,"6.1821574,-75.5645094",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1897661,-75.5771299&destination=6.1821574,-75.5645094&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,196,""Ruta desde Av. Poblado hasta Transversal Superior por Loma El Campestre"",0)",tiempos_de_viaje_seguimiento_6_V4,Creado el 01/12/2022 para seguimiento a cambios en la intersección semaforica del campestre x Tv Inferior
197,Carrera 84,SN,Calle 33,Calle 34,0.35,Estrategia de movilidad - Colegio Corazonista,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.238631,-75.6084415/6.2419007,-75.607831/@6.241722,-75.6085096,17.46z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.238631,-75.6084415&destination=6.2419007,-75.607831&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 33 hasta Calle 34 por Carrera 84,"6.238631,-75.6084415",,"6.2419007,-75.607831",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.238631,-75.6084415&destination=6.2419007,-75.607831&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,197,""Ruta desde Calle 33 hasta Calle 34 por Carrera 84"",0)",tiempos_de_viaje_seguimiento_6_V2,"Creado el 07/12/2022 para seguimiento a tiempo de viaje - Estrategia Colegio Corazonista.
OJO DESACTIVAR LUEGO DEL SEGUIMIENTO"
198,Carrera 84,NS,Calle 34,Calle 33,0.35,Estrategia de movilidad - Colegio Corazonista,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2419007,-75.607831/6.2386151,-75.6085024/@6.2410687,-75.6087589,18.25z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2419007,-75.607831&destination=6.2386151,-75.6085024&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 33 hasta Calle 33 por Carrera 84,"6.2419007,-75.607831",,"6.2386151,-75.6085024",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2419007,-75.607831&destination=6.2386151,-75.6085024&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,198,""Ruta desde Calle 33 hasta Calle 33 por Carrera 84"",0)",tiempos_de_viaje_seguimiento_6_V2,"Creado el 07/12/2022 para seguimiento a tiempo de viaje - Estrategia Colegio Corazonista.
OJO DESACTIVAR LUEGO DEL SEGUIMIENTO"
199,Carrera 84,SN,Calle 34,Calle 35,0.28,Estrategia de movilidad - Colegio Corazonista,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2419007,-75.607831/6.2441444,-75.606847/@6.2430171,-75.6080192,17.67z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2419007,-75.607831&destination=6.2441444,-75.606847&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 34 hasta Calle 35 por Carrera 84,"6.2419007,-75.607831",,"6.2441444,-75.606847",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2419007,-75.607831&destination=6.2441444,-75.606847&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,199,""Ruta desde Calle 34 hasta Calle 35 por Carrera 84"",0)",tiempos_de_viaje_seguimiento_6_V2,"Creado el 07/12/2022 para seguimiento a tiempo de viaje - Estrategia Colegio Corazonista.
OJO DESACTIVAR LUEGO DEL SEGUIMIENTO"
200,Carrera 84,NS,Calle 35,Calle 34,0.287,Estrategia de movilidad - Colegio Corazonista,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2441444,-75.606847/6.2419007,-75.607831/@6.2434602,-75.6075936,18.5z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2441444,-75.606847&destination=6.2419007,-75.607831&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 35 hasta Calle 34 por Carrera 84,"6.2441444,-75.606847",,"6.2419007,-75.607831",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2441444,-75.606847&destination=6.2419007,-75.607831&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,200,""Ruta desde Calle 35 hasta Calle 34 por Carrera 84"",0)",tiempos_de_viaje_seguimiento_6_V2,"Creado el 07/12/2022 para seguimiento a tiempo de viaje - Estrategia Colegio Corazonista.
OJO DESACTIVAR LUEGO DEL SEGUIMIENTO"
201,Calle 34,EW,Carrera 83b,Carrera 85c,0.35,Estrategia de movilidad - Colegio Corazonista,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2417577,-75.6068275/6.2422129,-75.6100442/@6.2421701,-75.6092641,18.42z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2417577,-75.6068275&destination=6.2422129,-75.6100442&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Cr 83b hasta Cr 85c por calle 34,"6.2417577,-75.6068275",,"6.2422129,-75.6100442",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2417577,-75.6068275&destination=6.2422129,-75.6100442&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,201,""Ruta desde Cr 83b hasta Cr 85c por calle 34"",0)",tiempos_de_viaje_seguimiento_6_V2,"Creado el 07/12/2022 para seguimiento a tiempo de viaje - Estrategia Colegio Corazonista.
OJO DESACTIVAR LUEGO DEL SEGUIMIENTO"
202,Calle 34,WE,Carrera 85c,Carrera 84,0.24,Estrategia de movilidad - Colegio Corazonista,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2421983,-75.6100445/6.2419207,-75.6078607/@6.2419197,-75.6079325,21z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2421983,-75.6100445&destination=6.2419207,-75.6078607&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Cr 85c hasta Cr 84 por calle 34,"6.2421983,-75.6100445",,"6.2419207,-75.6078607",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2421983,-75.6100445&destination=6.2419207,-75.6078607&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,202,""Ruta desde Cr 85c hasta Cr 84 por calle 34"",0)",tiempos_de_viaje_seguimiento_6_V2,"Creado el 07/12/2022 para seguimiento a tiempo de viaje - Estrategia Colegio Corazonista.
OJO DESACTIVAR LUEGO DEL SEGUIMIENTO"
